,kappa,# Edges,# Nodes,Min Degree,Max Degree,Diameter,S_0_1,S_1_1,S_2_1,S_3_1,S_4_1,S_5_1,S_6_1,S_7_1,S_8_1,S_9_1,S_10_1,S_11_1,S_12_1,S_13_1,S_0_2,S_1_2,S_2_2,S_3_2,S_4_2,S_5_2,S_6_2,S_7_2,S_8_2,S_9_2,S_10_2,S_11_2,S_12_2,S_13_2,S_0_3,S_1_3,S_2_3,S_3_3,S_4_3,S_5_3,S_6_3,S_7_3,S_8_3,S_9_3,S_10_3,S_11_3,S_12_3,S_13_3,label
779,5,42,14,3,8,3,4,2,2,4,3,4,1,4,1,1,4,2,1,2,0.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,4.0,3.0,4.0,1
780,5,28,14,2,6,4,1,1,4,0,1,2,4,2,0,0,2,2,0,2,2.0,2.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,0.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,1
781,5,42,14,3,8,2,1,1,3,2,1,0,1,4,4,2,3,2,4,1,2.0,2.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,4.0,3.0,0.0,2.0,3.0,3.0,0.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,0.0,4.0,0.0,3.0,0
782,5,28,14,2,6,3,3,4,4,1,1,0,2,3,2,0,4,4,0,0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,1
783,5,28,14,3,5,3,2,4,1,2,4,3,2,3,2,3,1,0,2,1,3.0,0.0,2.0,3.0,0.0,4.0,3.0,4.0,3.0,4.0,2.0,0.0,3.0,2.0,4.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,4.0,3.0,1
784,5,56,14,4,11,2,0,2,0,0,0,3,4,3,1,3,2,4,4,1,0.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,2.0,4.0,3.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,0
785,5,42,14,4,8,2,1,0,1,1,4,3,2,3,2,2,4,0,0,2,2.0,1.0,2.0,2.0,0.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,4.0,0.0,4.0,4.0,1.0,2.0,2.0,4.0,0
786,5,42,14,3,8,3,4,4,4,2,1,2,3,4,2,4,4,0,1,4,0.0,0.0,0.0,3.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,4.0,1.0,1.0,2.0,3.0,1.0,0
787,5,28,14,2,6,4,4,1,3,4,2,2,1,1,1,1,3,3,2,3,0.0,2.0,4.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,0.0,3.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,4.0,0.0,1
788,5,42,14,4,8,3,1,0,4,4,1,2,4,1,2,4,0,2,1,0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,1
789,5,42,14,3,8,3,1,1,2,3,0,2,0,4,3,2,0,2,0,0,2.0,2.0,3.0,4.0,0.0,3.0,1.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,4.0,1.0,1.0,0
790,5,56,14,6,11,2,2,1,0,1,4,4,2,4,3,0,1,1,3,2,3.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,4.0,1.0,0.0,2.0,3.0,3.0,0.0,4.0,0
791,5,42,14,4,8,2,1,4,0,2,3,4,0,4,3,3,2,1,1,4,2.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,4.0,4.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0
792,5,28,14,2,6,3,1,0,4,1,0,2,3,2,1,1,4,0,2,4,2.0,1.0,0.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,4.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,1.0,1
793,5,28,14,3,6,3,3,2,3,1,4,3,1,3,1,3,4,2,1,1,4.0,3.0,4.0,2.0,0.0,4.0,2.0,4.0,2.0,4.0,0.0,3.0,2.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,3.0,3.0,1
794,5,56,14,5,11,2,1,2,4,1,4,3,2,4,1,2,2,0,3,0,2.0,3.0,0.0,2.0,0.0,4.0,3.0,0.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,4.0,1.0,3.0,4.0,4.0,2.0,0.0,2.0,0
795,5,42,14,4,8,3,0,2,1,3,2,2,0,0,1,2,1,0,4,4,1.0,3.0,2.0,4.0,3.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,4.0,4.0,2.0,0.0,3.0,4.0,3.0,2.0,1.0,1.0,0
796,5,42,14,4,8,3,3,3,1,3,1,1,1,1,4,0,2,3,3,3,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1
797,5,56,14,6,11,2,2,3,1,2,1,1,1,4,2,3,1,1,3,0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,0.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,0.0,3.0,3.0,0.0,2.0,0
798,5,28,14,2,8,3,3,4,4,1,4,4,4,1,0,3,3,4,4,2,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1
799,5,28,14,2,6,3,2,4,4,3,4,1,1,3,0,4,4,4,0,2,3.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
800,5,56,14,5,11,2,2,2,3,4,3,0,0,3,0,3,4,3,2,1,3.0,3.0,4.0,0.0,4.0,1.0,0.0,4.0,1.0,4.0,0.0,4.0,3.0,2.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,0
801,5,28,14,2,6,3,3,2,4,0,3,4,3,2,1,2,0,3,0,4,4.0,3.0,0.0,0.0,4.0,0.0,4.0,3.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0
802,5,28,14,2,7,3,1,2,3,1,4,2,3,1,0,3,3,0,4,3,2.0,3.0,4.0,2.0,0.0,3.0,4.0,2.0,0.0,4.0,4.0,1.0,0.0,4.0,3.0,4.0,0.0,3.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0
803,5,42,14,4,9,2,2,4,3,3,1,3,0,2,3,3,0,2,4,0,3.0,0.0,4.0,4.0,2.0,4.0,0.0,3.0,4.0,4.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,1
804,5,42,14,4,8,3,0,1,1,1,2,0,0,1,4,4,3,2,2,4,1.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,4.0,1.0,0
805,5,28,14,2,7,4,4,4,1,2,2,2,1,1,1,4,1,4,3,4,0.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1
806,5,42,14,4,9,3,1,4,2,3,0,0,3,2,1,4,4,4,4,0,2.0,0.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,2.0,2.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,0
807,5,56,14,6,10,2,3,4,1,2,1,1,3,4,4,4,1,3,3,2,4.0,0.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,0.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1
808,5,42,14,5,7,3,2,2,0,0,2,4,4,3,3,3,3,1,0,2,3.0,3.0,1.0,1.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0
809,5,56,14,6,10,2,1,0,1,2,0,4,1,0,2,0,1,3,1,2,2.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,0.0,3.0,4.0,1
810,5,42,14,3,9,3,4,4,1,4,4,0,0,2,3,1,1,3,1,2,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,4.0,0.0,3.0,3.0,0.0,3.0,4.0,0
811,5,28,14,2,6,3,3,4,0,0,2,4,3,2,1,2,3,3,4,3,4.0,0.0,0.0,1.0,3.0,0.0,4.0,3.0,2.0,3.0,4.0,4.0,0.0,4.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,1
812,5,56,14,6,11,2,1,1,0,4,2,4,0,1,3,2,1,0,4,3,2.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,0.0,4.0,3.0,3.0,2.0,0.0,4.0,1.0,2.0,3.0,0.0,4.0,3.0,2.0,1.0,0.0,0
813,5,42,14,4,9,3,0,2,0,4,3,0,1,1,1,4,0,4,3,1,1.0,3.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,0
814,5,42,14,4,9,2,0,4,4,2,4,0,1,2,1,4,4,4,2,2,0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,4.0,4.0,0
815,5,28,14,2,6,3,1,0,1,1,0,2,1,0,3,2,1,0,2,0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,0.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,0.0,4.0,3.0,2.0,4.0,1.0,0
816,5,56,14,6,10,2,0,1,2,4,4,3,1,1,3,3,1,1,4,2,1.0,2.0,3.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,3.0,2.0,3.0,4.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,4.0,0
817,5,42,14,3,9,3,0,3,3,3,1,0,1,0,3,2,3,3,2,4,0.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1
818,5,28,14,2,6,3,0,1,0,4,2,1,4,1,0,2,3,3,4,3,1.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,4.0,4.0,0.0,4.0,2.0,3.0,0.0,0.0,4.0,3.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0
819,5,42,14,4,9,2,2,4,3,4,1,2,2,1,4,3,3,4,4,3,3.0,0.0,4.0,0.0,2.0,3.0,3.0,2.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
820,5,28,14,2,6,4,3,4,0,3,1,0,1,4,4,3,1,2,1,1,4.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,4.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,0
821,5,28,14,3,5,3,2,0,1,3,0,3,2,1,2,3,2,1,3,3,3.0,1.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,0.0,2.0,0.0,4.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,1
822,5,42,14,4,8,3,3,1,1,0,0,3,3,4,1,3,0,1,1,3,4.0,2.0,2.0,1.0,1.0,4.0,4.0,0.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,0.0,0
823,5,42,14,3,9,3,1,0,4,4,0,3,1,4,0,3,3,2,3,2,2.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0
824,5,56,14,5,9,2,2,3,2,2,3,2,2,2,2,4,1,0,1,2,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,3.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,3.0,2.0,3.0,4.0,1
825,5,56,14,6,11,2,2,4,1,1,1,4,2,1,0,2,0,0,2,0,3.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,1
826,5,56,14,6,10,2,0,2,3,1,2,4,2,2,1,3,1,0,2,4,1.0,3.0,4.0,2.0,3.0,0.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,0.0,2.0,4.0,0.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,3.0,2.0,4.0,1.0,0
827,5,28,14,2,6,3,4,3,4,2,4,1,2,0,1,0,3,4,1,3,0.0,4.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,1.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,0
828,5,42,14,3,9,3,1,1,3,4,1,0,3,2,2,4,0,3,1,1,2.0,2.0,4.0,0.0,2.0,1.0,4.0,3.0,3.0,0.0,1.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,0
829,5,28,14,3,6,3,1,2,1,0,0,2,1,1,2,0,0,1,1,1,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1
830,5,28,14,2,6,3,4,0,1,0,1,0,0,3,2,1,2,2,2,3,0.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,0.0,0
831,5,28,14,3,5,3,2,0,4,1,4,1,3,0,3,4,4,3,3,0,3.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
832,5,28,14,2,6,3,3,3,2,3,2,1,2,2,3,4,0,2,1,2,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,4.0,3.0,4.0,1
833,5,28,14,2,7,3,2,1,4,2,4,3,0,1,0,2,3,4,4,0,3.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1
834,5,28,14,2,6,4,1,1,2,1,3,4,3,1,0,3,2,0,4,4,2.0,2.0,3.0,2.0,4.0,0.0,4.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,1.0,1
835,5,42,14,4,11,2,1,1,2,2,1,4,0,2,2,1,0,4,0,1,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,1
836,5,42,14,4,10,3,4,4,4,2,3,2,0,0,0,1,0,1,3,1,0.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,4.0,0.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,0
837,5,56,14,6,10,2,1,2,1,1,4,3,1,0,1,3,3,0,3,4,2.0,3.0,2.0,2.0,0.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,0.0,3.0,4.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0
838,5,42,14,3,10,2,2,1,1,4,2,0,4,1,2,3,0,4,2,3,3.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,4.0,4.0,3.0,3.0,0.0,4.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,1
839,5,56,14,6,11,2,3,3,3,1,1,0,2,1,4,1,3,1,1,2,4.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,0.0,3.0,3.0,4.0,0
840,5,56,14,5,10,2,0,3,0,3,2,2,3,0,1,2,3,3,1,2,1.0,4.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,4.0,1
841,5,28,14,2,6,4,1,4,0,4,1,1,4,4,4,4,2,3,0,2,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1
842,5,56,14,6,10,2,0,4,1,0,0,0,2,0,2,2,0,4,3,1,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,1
843,5,42,14,4,8,3,1,2,0,1,3,4,2,3,2,1,0,1,1,2,2.0,3.0,1.0,2.0,4.0,0.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,0.0,1.0,4.0,0.0,4.0,3.0,2.0,3.0,3.0,4.0,0
844,5,42,14,4,8,2,3,3,2,2,1,2,0,2,3,4,4,2,2,1,4.0,4.0,3.0,3.0,2.0,3.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,3.0,1
845,5,28,14,2,6,4,3,4,4,2,3,4,1,3,0,1,2,4,3,1,4.0,0.0,0.0,3.0,4.0,0.0,2.0,4.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,0
846,5,56,14,5,11,2,2,4,4,1,1,0,3,4,4,3,0,3,4,1,3.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,0
847,5,42,14,4,8,3,1,3,1,2,0,1,4,3,1,3,2,2,4,4,2.0,4.0,2.0,3.0,1.0,2.0,0.0,4.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,4.0,2.0,3.0,1.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,0
848,5,56,14,6,10,2,3,0,1,2,2,2,1,2,2,3,3,1,0,4,4.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,3.0,1.0,0.0,0
849,5,42,14,4,9,3,0,0,4,2,3,2,0,2,3,0,2,1,4,3,0.0,1.0,0.0,3.0,4.0,3.0,0.0,3.0,4.0,0.0,3.0,2.0,0.0,4.0,1.0,2.0,0.0,4.0,0.0,4.0,1.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0
850,5,42,14,4,8,2,0,1,2,2,4,2,3,0,0,1,1,2,1,0,1.0,2.0,3.0,3.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,0.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,0
851,5,42,14,4,8,2,4,4,2,1,3,3,0,3,3,3,0,2,2,3,0.0,0.0,3.0,2.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,3.0,3.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1
852,5,28,14,2,6,4,2,2,3,3,0,3,2,3,1,4,3,2,1,1,3.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,0.0,4.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,3.0,3.0,1
853,5,42,14,4,8,2,1,3,3,4,4,4,4,1,3,4,0,0,4,0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,1
854,5,42,14,4,9,3,3,1,4,2,0,3,4,1,4,1,2,0,1,0,4.0,2.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,0
855,5,42,14,3,9,3,4,1,1,2,4,3,0,4,1,4,2,2,0,4,0.0,2.0,2.0,3.0,0.0,4.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,4.0,2.0,0.0,0
856,5,56,14,4,11,2,4,3,3,0,1,0,2,3,1,4,4,3,3,2,0.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,0
857,5,42,14,4,8,3,2,1,2,0,2,3,4,0,2,2,4,2,3,0,3.0,2.0,3.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,0.0,4.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,1
858,5,28,14,2,6,4,0,0,2,1,0,3,3,3,3,1,2,2,1,0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,1.0,0
859,5,28,14,2,7,4,3,2,0,3,4,0,0,3,3,0,2,2,4,1,4.0,3.0,0.0,4.0,0.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,0
860,5,28,14,2,6,4,4,1,3,3,0,2,0,3,2,3,2,1,0,2,0.0,2.0,4.0,4.0,0.0,3.0,0.0,4.0,3.0,4.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,4.0,1
861,5,56,14,5,11,2,2,1,1,2,2,4,3,0,2,2,2,3,2,1,3.0,2.0,2.0,3.0,3.0,0.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,0.0,2.0,4.0,4.0,4.0,0.0,4.0,3.0,1
862,5,42,14,4,9,3,3,0,2,3,1,1,1,3,1,4,1,0,2,1,4.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,4.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,3.0,2.0,4.0,3.0,0
863,5,28,14,2,6,4,2,3,0,3,2,4,0,4,1,0,0,3,4,0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0
864,5,56,14,5,10,2,4,0,3,2,0,2,4,2,3,4,2,4,3,3,0.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0,4.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1
865,5,56,14,5,10,2,2,3,0,0,2,2,2,3,4,1,3,3,4,1,3.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,0.0,2.0,4.0,4.0,0.0,2.0,4.0,0.0,2.0,2.0,4.0,4.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0
